feature_name,importance
cg12795057,1.0722368
cg00950431,1.0709046
cg01169440,1.0708817
cg11598720,1.0694687
cg03261800,1.0670444
cg09899989,1.0639585
cg13743736,1.0588754
cg26747269,1.0545015
cg16798247,1.0537066
cg11567885,1.0508443
ch.3.3564705F,1.0474888
cg00084094,1.0300574
cg23898128,1.0278785
cg14869487,1.0242008
cg02527375,1.0218977
cg27368726,1.0212791
cg02613034,1.0198958
cg06872136,1.0171939
cg13891021,1.0168107
cg13797914,1.005481
cg07873449,0.99351865
cg21341435,0.9904707
cg21038819,0.9858241
cg17129188,0.98526245
cg11414044,0.98221624
cg14159452,0.9801691
cg17883960,0.97921026
cg01582648,0.97799236
cg03817616,0.973127
cg09506001,0.97112274
cg09278187,0.9686253
cg06627354,0.968435
cg21314978,0.96418774
cg00877632,0.9589704
cg20749584,0.9556719
cg21436444,0.95484024
cg20391058,0.9547526
cg17433211,0.94646627
cg23838943,0.9453313
cg11613383,0.9448808
cg02642117,0.9432611
cg18531779,0.94025856
cg21940042,0.93964225
cg14703224,0.93958694
cg12886580,0.93894273
cg05876425,0.9385937
cg25383479,0.9357417
cg02161503,0.934213
cg00131705,0.9330393
cg17289451,0.9323614
cg19673418,0.93204933
cg15855450,0.9278628
cg01341216,0.9277496
cg26907544,0.9266001
cg07024996,0.91700345
cg26578408,0.91157866
cg25416582,0.9115049
cg09010372,0.9106064
cg03444722,0.9103959
cg02381965,0.90888965
cg07227743,0.9085022
cg02306654,0.90786535
cg27168858,0.90785193
cg04017518,0.90666765
cg26394850,0.9046111
cg18331061,0.9045062
cg24335751,0.9021469
cg26845946,0.8974468
cg17271970,0.8959433
cg26714205,0.8948672
cg16076486,0.89404243
cg03593578,0.8903382
cg12419766,0.88962626
cg13069450,0.88928986
cg06897306,0.8890811
cg24143196,0.8881372
cg14993167,0.88636696
cg12189196,0.88215214
cg02948468,0.87881875
cg06810490,0.8785402
cg21451653,0.8772449
cg08546107,0.8758668
cg04124626,0.8757872
cg26942892,0.87520397
cg08721876,0.8730114
cg07174085,0.8701408
cg04298434,0.86450124
cg24804517,0.86285317
cg06111286,0.8622554
cg15770575,0.8606696
cg15007222,0.858596
cg20033940,0.85730946
cg25185001,0.85355914
cg12266861,0.8530682
cg19106945,0.85293263
cg27235662,0.84882396
cg27082185,0.8481667
cg12763978,0.84784895
cg00320539,0.8431122
cg17125472,0.83667904
cg15862128,0.8359631
cg27243490,0.83385104
cg05023116,0.83308315
cg10599446,0.83166057
cg13525062,0.83093476
cg02928365,0.82953167
cg25836232,0.82903105
cg06290827,0.82758945
cg03532094,0.82720435
cg21925688,0.8233667
cg19365614,0.8230717
cg18342814,0.8229028
cg05141341,0.8195574
cg03046886,0.81926274
cg03371778,0.81869155
cg02594607,0.81730413
cg01565740,0.8172407
cg20663219,0.816667
cg09945147,0.81621206
cg24471254,0.8119361
cg07724259,0.80915093
cg08828621,0.80730057
cg05751344,0.80649984
cg15296644,0.8057167
cg06605454,0.8047054
cg10158717,0.8038614
cg27587935,0.80134255
cg13709618,0.801024
cg00119186,0.8008798
cg15022359,0.79973763
cg02858159,0.79917437
cg01716603,0.7988076
cg26578856,0.79851544
cg08162892,0.79800004
cg01473249,0.7976228
cg26865747,0.79746854
cg20851828,0.79657996
cg14529412,0.7961588
cg05492975,0.79610837
cg14976001,0.79524225
cg01643927,0.7952021
cg04965879,0.79514945
cg16664193,0.79488623
cg09591524,0.7925331
cg16248435,0.79171854
cg04729491,0.79112554
cg14706245,0.7900408
cg05017639,0.7889974
cg25851651,0.78753376
cg15976416,0.78680015
cg07684152,0.7857213
cg08236182,0.7818391
cg09643312,0.77779996
cg19368625,0.77741206
cg26969937,0.7758528
cg08040429,0.7740024
cg05245170,0.77371496
cg22524332,0.7736474
cg20435238,0.77269155
cg08211120,0.7715753
cg26747517,0.77128106
cg09470010,0.77111626
cg11759288,0.77016515
cg15023038,0.769765
cg20923605,0.7688508
cg16092829,0.7658491
cg13409070,0.76474696
cg25050723,0.76464057
cg08246366,0.7589548
cg00584885,0.7586436
cg07623995,0.75382847
cg14875498,0.7522515
cg13315744,0.7489442
cg26596975,0.7472588
cg18540249,0.74514294
cg09527680,0.7450904
cg26913850,0.744598
cg04808027,0.7433745
cg08736918,0.7384108
cg13193782,0.73626864
cg15616522,0.7362156
cg00962254,0.7353955
cg14945790,0.73527336
cg04569594,0.7337822
cg26489439,0.7336178
cg11301060,0.7324982
cg27109989,0.7319569
cg08498836,0.73186886
cg09017139,0.728187
cg18821098,0.72770935
cg19738950,0.72520685
cg13090402,0.7217311
cg07264124,0.72121805
cg14931348,0.7205395
cg12954755,0.7203817
cg21819129,0.7199403
cg09721516,0.71884197
cg02473254,0.71654814
cg13508904,0.71550274
cg13443938,0.71152556
cg11540016,0.70907503
cg06844984,0.70557904
cg15352315,0.70546794
cg03326215,0.7049413
cg06490169,0.7003386
cg19486833,0.7001578
cg14509902,0.69974273
cg21570811,0.6987576
cg22302929,0.6983209
cg13831106,0.69574016
cg06961237,0.6946634
cg04955405,0.690167
cg07087686,0.68885946
cg10706542,0.6875493
cg19721055,0.6871961
cg03344483,0.68384165
cg23639196,0.6829957
cg08978588,0.68159825
cg10389032,0.68124706
cg07091529,0.68107265
cg26705764,0.6810015
cg13959831,0.67966133
cg20462129,0.6714529
cg10166314,0.6714137
cg05788176,0.67127067
cg00253269,0.6705122
cg01266853,0.6703684
cg05917284,0.668494
cg10451314,0.6681677
cg01708202,0.66676754
cg07538512,0.6657027
cg02478172,0.6605855
cg22754389,0.6600907
cg26147736,0.6592207
cg27403989,0.6579299
cg18249107,0.6572409
cg04291014,0.6527216
cg23140050,0.65259296
cg18938709,0.65202445
cg04064583,0.6507826
cg13049398,0.65070707
cg13617192,0.6495281
cg19343449,0.6489701
cg27463181,0.6459075
cg17572155,0.64483434
cg10153260,0.64375705
cg01131395,0.64286345
cg16135695,0.6428521
cg12397349,0.6420454
cg03306946,0.63941073
cg01309671,0.6387012
cg02235529,0.6344451
cg14197503,0.6341354
cg00941050,0.63394654
cg07201996,0.6323499
cg10782139,0.62999094
cg25492417,0.6282595
cg05100067,0.62716675
cg13253210,0.62638736
cg09424006,0.6262479
cg18476176,0.625381
cg17620505,0.6250116
cg22877230,0.62447226
cg11111139,0.6236506
cg21762523,0.6223443
cg00549064,0.6216761
cg05010113,0.62116134
cg17274072,0.6172641
cg16045223,0.6157851
cg15696309,0.61556923
cg23686123,0.61394894
cg09996902,0.60811466
cg01879048,0.6080238
cg13912824,0.60779285
cg02573329,0.6076219
cg11003780,0.6067235
cg27507681,0.6066286
cg12270485,0.6053401
cg11873311,0.6015664
cg25805226,0.60120714
cg11872672,0.6011792
cg15362304,0.5998341
cg04933438,0.5988955
cg20555778,0.5986921
cg14556188,0.5986051
cg23531049,0.59841716
cg09541794,0.597519
cg23298862,0.5971082
cg07770402,0.59597445
cg18996916,0.5959316
cg11951427,0.5952703
cg25345603,0.5951345
cg19514230,0.594852
cg04938335,0.5938894
cg06955214,0.5938616
cg13728003,0.5924007
cg21282663,0.59239554
cg26919723,0.59010535
cg25421716,0.58929425
cg13524037,0.5878446
cg06102403,0.58773774
cg26593967,0.5864892
cg09302010,0.5864843
cg26144909,0.5856705
cg06763568,0.5853437
cg07753525,0.58135164
cg12024828,0.58046067
cg08813925,0.5787898
cg19924120,0.57779497
cg20082877,0.5759859
cg04576426,0.5757869
cg01196121,0.5752444
cg04393701,0.5752051
cg22402753,0.5743086
cg22651493,0.57204306
cg18911945,0.5685747
cg08044294,0.56800044
cg16269776,0.5676126
cg17518263,0.56664574
cg17398485,0.56518394
cg26292608,0.5650415
cg26092471,0.56411844
cg02184413,0.56305856
cg26932693,0.5603903
cg05693530,0.56036884
cg01266159,0.55994433
cg14319657,0.55952835
cg02505956,0.55801606
cg19740859,0.5578401
cg24871437,0.55722016
cg00480231,0.55624306
cg22879834,0.5561321
cg26794997,0.5542847
cg02249228,0.5541509
cg26140240,0.552816
cg16674860,0.5518819
cg01916421,0.55073667
cg25878057,0.5506156
cg23043389,0.54937804
cg22304662,0.5492831
cg03966010,0.54760826
cg17492795,0.5460016
cg04172395,0.5455492
cg26837853,0.5450417
cg11182160,0.54324234
cg01348922,0.54197913
cg17918270,0.5418298
cg04848235,0.541736
cg26859593,0.5413822
cg17392950,0.5412992
cg03366891,0.53955317
cg16924963,0.5385421
cg08627089,0.5373539
cg14831020,0.535538
cg00058644,0.5353441
cg07554622,0.5350434
cg13474692,0.53489655
cg04495313,0.53476006
cg16012769,0.5345065
cg12675417,0.53367263
cg20146967,0.5327527
cg04247508,0.5318055
cg04414912,0.5309857
cg03147861,0.53096175
cg09602288,0.53084385
cg12381074,0.53068876
cg26194212,0.5299724
cg14462553,0.52996343
cg21474257,0.5298488
cg12221580,0.52905935
cg18596636,0.5284739
cg01747547,0.52842253
cg24363374,0.5274782
cg25587920,0.52549803
cg06588782,0.52521193
cg00016127,0.5244087
cg15823461,0.52298254
cg02320784,0.5226451
cg22663467,0.5222841
cg16117166,0.5213752
cg21289437,0.51776296
cg24727561,0.5164923
cg25319067,0.5142616
cg12210378,0.51346326
cg12644927,0.5128855
cg20594671,0.51097333
cg12233463,0.5101319
cg11693364,0.51001173
cg03178489,0.5098135
cg17142091,0.5090174
ch.14.96436874F,0.5085369
cg06645120,0.5080088
cg16679832,0.5075994
cg12303215,0.50758785
cg17212919,0.5075041
cg18407858,0.5069125
cg03685843,0.5068589
cg24133488,0.50632286
cg16569635,0.50607514
cg17907056,0.505573
cg05973414,0.50492746
cg00185103,0.5048985
cg16181848,0.5048898
